client_id,month,total_queries,queries_with_data,impressions,clicks,ctr_x100,avg_position,gsc_data_start,is_ai_referral_available,label_visibility_drop,risk_score
c035,2025-06,894,649,33373,246,73.79,7.88,2025-04,True,0.0,0.14055371425583815
c035,2025-07,751,538,26517,3023,1140.38,20.32,2025-04,False,0.0,0.30310930110166884
c035,2025-08,815,495,22480,186,82.95,25.24,2025-04,False,0.0,0.17642907970918487
c035,2025-09,817,670,19831,434,219.34,37.61,2025-04,True,0.0,0.3154943126946913
c035,2025-10,746,495,23152,1825,788.29,23.51,2025-04,True,0.0,0.3000407476716602
c035,2025-11,807,505,20027,729,364.46,0.0,2025-04,False,0.0,0.2919493380987744
c036,2025-01,347,269,5263,117,223.24,16.17,2025-01,,0.0,-0.4457246577919479
c036,2025-02,475,394,18218,235,129.03,15.73,2025-01,False,1.0,99.32651260905449
c036,2025-03,493,182,9262,968,1045.93,9.89,2025-01,False,0.0,-0.7149473360982945
c036,2025-04,400,306,4153,210,508.04,30.92,2025-01,False,1.0,98.86811839984152
c036,2025-05,423,249,15580,637,409.45,28.33,2025-01,,0.0,0.2294019580838089
c036,2025-06,336,258,11642,723,621.37,27.61,2025-01,False,0.0,0.2984558665843713
c036,2025-07,439,376,6101,67,111.17,18.57,2025-01,True,0.0,-0.30469749509754107
c036,2025-08,365,262,8408,694,825.49,19.13,2025-01,,0.0,-0.1870449429164328
c036,2025-09,339,246,12062,437,362.72,34.9,2025-01,False,0.0,0.05864385081460393
c036,2025-10,378,270,14595,563,385.95,11.27,2025-01,True,1.0,99.90862896058164
c036,2025-11,466,234,14900,1064,714.64,24.12,2025-01,False,0.0,-0.3038835973425095
c037,2025-02,3135,2658,94180,1569,166.62,36.19,2025-02,True,0.0,-0.19210345120336708
c037,2025-03,2499,1997,41848,181,43.42,24.5,2025-02,False,0.0,-0.09429696549729424
c037,2025-04,3432,2395,52986,2974,561.42,37.39,2025-02,True,0.0,-0.32805693766586164
c037,2025-05,3617,3617,89660,5247,585.22,6.26,2025-02,True,0.0,0.39723111100520675
c037,2025-06,2719,1903,104310,11217,1075.39,8.81,2025-02,True,1.0,99.84318809508041
c037,2025-07,2498,1335,83468,6200,742.87,7.28,2025-02,,0.0,0.3872521779323674
c037,2025-08,3119,2153,115696,3446,297.9,4.18,2025-02,False,0.0,-0.18184288100763576
c037,2025-09,3659,3020,114245,6375,558.09,26.91,2025-02,True,0.0,0.05468570318015314
c037,2025-10,3105,2948,79042,1635,206.94,26.64,2025-02,False,0.0,0.7325386541125631
c037,2025-11,3415,2577,87986,1514,172.14,0.0,2025-02,,0.0,-0.3628419666833673
c038,2025-03,213,150,5059,234,463.52,29.34,2025-03,,0.0,0.0037682634154423468
c038,2025-04,143,125,1970,99,505.92,15.83,2025-03,,1.0,99.69940991814688
c038,2025-05,164,73,4444,174,392.24,6.63,2025-03,True,1.0,100.87713183255629
c038,2025-06,167,99,5269,207,393.4,31.99,2025-03,True,0.0,-0.11350303039240146
c038,2025-07,183,126,2727,117,429.72,4.06,2025-03,False,0.0,0.05267009563958926
c038,2025-08,202,122,2958,240,812.29,26.25,2025-03,True,1.0,99.62978054571225
c038,2025-09,149,73,2833,169,599.5,10.98,2025-03,True,0.0,-0.043449504130279586
c038,2025-10,146,114,2312,37,160.04,12.16,2025-03,False,1.0,100.47530117521933
c038,2025-11,159,32,1995,148,745.53,0.0,2025-03,True,0.0,-0.20446913414168658
c039,2025-02,1533,923,33334,786,235.95,29.15,2025-02,True,1.0,100.87761942070749
c039,2025-03,1602,741,58826,3235,550.09,18.03,2025-02,,1.0,100.96596754912436
c039,2025-04,1642,952,14357,611,425.96,17.18,2025-02,False,0.0,0.38060536223791996
c039,2025-05,1443,1181,49276,968,196.49,8.47,2025-02,False,0.0,0.937115270898617
c039,2025-06,1595,1075,37261,3411,915.69,38.29,2025-02,,0.0,-0.2536911796555496
c039,2025-07,1295,1140,48512,2303,474.92,35.34,2025-02,True,0.0,-0.22350752403906343
c039,2025-08,1494,1093,40551,671,165.58,12.69,2025-02,True,1.0,100.13052270958497
c039,2025-09,1299,720,15865,290,183.39,33.41,2025-02,,1.0,99.7264525891896
c039,2025-10,1155,661,39180,3144,802.47,20.98,2025-02,,0.0,-0.1583336368310377
c039,2025-11,1268,779,36917,2254,610.63,31.82,2025-02,,0.0,0.2339238841431328
c040,2025-05,159,131,1653,106,646.13,32.46,2025-05,False,0.0,0.3312293547844662
c040,2025-06,190,133,6611,444,672.33,36.32,2025-05,False,1.0,99.61096764890769
c040,2025-07,198,104,2377,75,315.57,5.07,2025-05,False,0.0,0.2931985041450059
c040,2025-08,205,163,6911,112,162.39,13.81,2025-05,True,1.0,99.40522054430636
c040,2025-09,171,64,4617,81,177.4,0.0,2025-05,True,0.0,0.18400874656378843
c040,2025-10,156,121,3628,66,182.27,25.68,2025-05,True,0.0,0.008658982955765419
c040,2025-11,161,102,1655,82,498.91,28.88,2025-05,False,0.0,-0.08670936994115461
c041,2025-04,179,142,4948,46,94.54,0.0,2025-04,True,0.0,0.08656638283106916
c041,2025-05,199,127,6680,605,905.85,38.37,2025-04,False,0.0,0.14529887399359587
c041,2025-06,225,153,2755,172,627.65,22.28,2025-04,False,1.0,100.394205901536
c041,2025-07,192,74,2968,177,597.18,9.5,2025-04,False,0.0,-0.504268846528926
c041,2025-08,164,127,1924,26,136.93,21.83,2025-04,False,0.0,0.16933719732205058
c041,2025-09,204,179,4104,202,493.84,0.0,2025-04,,1.0,99.83390307066024
c041,2025-10,172,47,6157,260,423.46,7.99,2025-04,True,0.0,0.08475487843894666
c041,2025-11,192,126,4849,172,355.67,17.41,2025-04,True,1.0,99.73993250084608
c042,2025-01,1997,1533,51149,3125,611.04,0.0,2025-01,,0.0,0.21187643127477546
c042,2025-02,1532,1480,58643,1695,289.04,39.07,2025-01,True,0.0,-0.04494778228973073
c042,2025-03,2089,1740,45786,1251,273.38,15.02,2025-01,True,1.0,100.24540215775335
c042,2025-04,1632,616,62646,2929,467.55,18.59,2025-01,False,1.0,100.77235771555881
c042,2025-05,1598,937,41656,834,200.43,0.0,2025-01,True,0.0,-0.15742131243020308
c042,2025-06,1738,1634,46745,1205,257.98,26.23,2025-01,,1.0,99.61763166625967
c042,2025-07,1703,766,38119,2214,580.99,38.72,2025-01,True,0.0,0.9015515675904372
c042,2025-08,2148,1497,67125,1151,171.54,36.27,2025-01,True,1.0,99.69302808632217
c042,2025-09,1812,1038,44069,2610,592.26,0.0,2025-01,,0.0,0.5250896483318321
c042,2025-10,1704,1172,21113,1346,637.83,5.91,2025-01,,1.0,100.20207985001123
c042,2025-11,1585,290,50819,2419,476.06,34.04,2025-01,,0.0,-0.03796966108990161
c043,2025-01,519,364,7802,42,54.11,33.45,2025-01,False,1.0,99.56473288488141
c043,2025-02,457,200,13163,437,332.29,13.63,2025-01,True,0.0,-0.18027010290455997
c043,2025-03,533,341,19105,1109,580.55,13.8,2025-01,True,1.0,100.2114381130917
c043,2025-04,486,200,15752,1045,663.64,39.54,2025-01,True,1.0,99.87709893869618
c043,2025-05,579,230,19154,1582,825.98,0.0,2025-01,False,1.0,100.02538681296741
c043,2025-06,573,286,17469,2018,1155.69,37.69,2025-01,,0.0,0.11992101303639391
c043,2025-07,485,307,14908,508,340.86,33.99,2025-01,False,1.0,99.99469373726838
c043,2025-08,419,124,12096,660,546.32,37.17,2025-01,True,0.0,0.3524351429430583
c043,2025-09,575,351,20195,339,168.17,32.53,2025-01,True,0.0,-0.2511252183376133
c043,2025-10,520,416,7532,223,296.55,8.6,2025-01,False,1.0,100.41171583141117
c043,2025-11,573,333,6700,565,843.44,25.09,2025-01,False,1.0,99.89928800022302
c044,2025-05,465,260,7399,289,391.01,16.7,2025-05,True,0.0,-0.15946658711211498
c044,2025-06,487,424,18220,153,84.18,19.96,2025-05,True,0.0,0.14904471122939691
c044,2025-07,502,309,13434,60,45.21,29.39,2025-05,False,0.0,-0.2520958359041923
c044,2025-08,474,474,13204,103,78.26,31.35,2025-05,False,0.0,0.2245217269430012
c044,2025-09,480,398,17642,878,498.21,26.15,2025-05,True,0.0,0.5739661011657794
c044,2025-10,446,269,3806,150,395.08,10.05,2025-05,True,1.0,100.70289660465279
c044,2025-11,345,88,11752,293,249.63,29.62,2025-05,True,0.0,0.006436893335989808
c045,2025-02,4519,3508,105186,1922,182.81,7.26,2025-02,,0.0,-0.42734981201131383
c045,2025-03,3556,3126,118841,7467,628.38,34.05,2025-02,True,0.0,-0.48486945680575694
c045,2025-04,3262,2984,114421,3648,318.87,20.08,2025-02,,0.0,-0.3392510071604147
c045,2025-05,3588,2523,95410,821,86.1,13.43,2025-02,,1.0,100.21384091850832
c045,2025-06,4483,1867,55974,1510,269.87,37.82,2025-02,False,1.0,99.53364920115007
c045,2025-07,3876,2149,94866,1637,172.61,34.39,2025-02,,0.0,-0.033203100143933705
c045,2025-08,4141,3803,89943,4107,456.73,3.1,2025-02,,1.0,100.0772740879158
c045,2025-09,3493,1429,78880,884,112.14,20.72,2025-02,True,1.0,99.95232684317577
c045,2025-10,4400,2362,174562,14373,823.4,38.07,2025-02,True,1.0,100.40165258847995
c045,2025-11,4793,1846,168780,6036,357.64,11.87,2025-02,True,1.0,100.18955570354747
c046,2025-04,94,35,1017,4,48.16,10.22,2025-04,,1.0,100.29235418289056
c046,2025-05,106,47,4016,246,614.76,17.0,2025-04,True,0.0,-0.10059995124065518
c046,2025-06,106,87,1664,117,704.39,34.06,2025-04,True,0.0,0.0001917789700752273
c046,2025-07,86,62,1075,55,512.58,29.56,2025-04,False,1.0,100.4336000793957
c046,2025-08,86,44,3255,134,412.8,21.3,2025-04,,0.0,0.24125844454038603
c046,2025-09,96,80,2456,99,403.63,24.0,2025-04,True,0.0,-0.3105096566725092
c046,2025-10,106,66,1405,124,888.91,6.42,2025-04,,0.0,-0.5919578570285158
c046,2025-11,89,75,3075,56,182.62,35.68,2025-04,True,0.0,0.269685316805271
c047,2025-01,258,207,5509,124,226.54,11.51,2025-01,True,0.0,-0.00518506852837148
c047,2025-02,312,196,4571,358,784.7,33.28,2025-01,False,0.0,0.25352931011382723
c047,2025-03,276,196,3800,30,79.54,11.67,2025-01,,1.0,99.56244188490219
c047,2025-04,320,72,11718,722,616.79,27.63,2025-01,False,0.0,-0.8107684543682814
c047,2025-05,263,213,9264,130,141.41,21.64,2025-01,False,1.0,99.46990765476158
c047,2025-06,287,160,2906,138,478.24,9.02,2025-01,False,1.0,100.42181592991679
c047,2025-07,298,120,6214,358,577.66,21.95,2025-01,False,0.0,-0.22162668608567976
c047,2025-08,333,260,8459,353,417.93,18.76,2025-01,,0.0,0.25796191659532997
c047,2025-09,251,214,5242,327,624.12,31.22,2025-01,True,0.0,0.2448011667754184
c047,2025-10,366,351,13785,878,637.51,13.25,2025-01,True,0.0,-0.23806526615479343
c047,2025-11,261,202,9376,590,629.37,15.34,2025-01,True,0.0,0.11454338422107971
c048,2025-05,248,139,5179,305,590.08,13.24,2025-05,True,1.0,100.30121651904558
c048,2025-06,190,96,6351,121,191.54,26.84,2025-05,True,0.0,0.1813228849777829
c048,2025-07,214,168,8313,209,251.72,14.42,2025-05,,0.0,0.634924190015756
c048,2025-08,232,152,2752,128,466.24,0.0,2025-05,,0.0,0.31548612925408603
c048,2025-09,252,185,8079,443,548.35,22.94,2025-05,True,0.0,-0.3982961670765928
c048,2025-10,223,164,5517,290,526.55,11.11,2025-05,,0.0,-0.2620990023757336
c048,2025-11,228,226,5247,97,186.72,20.67,2025-05,,0.0,0.46259940874409894
c049,2025-04,1994,1151,29591,1716,580.19,34.04,2025-04,True,0.0,-0.11297824668203958
c049,2025-05,2387,1704,36361,889,244.51,31.6,2025-04,False,0.0,-0.8319595052472546
c049,2025-06,2092,1925,23518,1331,565.99,6.28,2025-04,True,1.0,99.88898214072893
c049,2025-07,1947,1062,20692,939,454.06,34.38,2025-04,True,0.0,0.7681619547104144
c049,2025-08,2513,1718,40257,1111,276.17,21.02,2025-04,False,0.0,-0.40708805108780494
c049,2025-09,2197,1804,18860,461,244.44,31.75,2025-04,,0.0,-0.23077528183869528
c049,2025-10,2499,2214,89914,3199,355.79,17.11,2025-04,True,1.0,100.48324097411337
c049,2025-11,2805,1211,55894,3152,563.99,35.03,2025-04,False,1.0,99.82077014317707
c050,2025-03,510,274,4993,256,514.47,0.0,2025-03,False,0.0,0.0356326677962007
c050,2025-04,615,426,14471,416,287.58,8.78,2025-03,True,0.0,-0.3504636217475456
c050,2025-05,537,385,17620,242,137.77,17.85,2025-03,True,0.0,-0.669258593805187
c050,2025-06,549,429,5546,78,141.66,0.0,2025-03,True,0.0,-0.3327831790595652
c050,2025-07,646,420,12696,416,328.12,11.44,2025-03,,1.0,100.05298802290994
c050,2025-08,581,344,16071,318,198.28,19.96,2025-03,False,1.0,99.83279303316017
c050,2025-09,465,268,18012,582,323.18,3.22,2025-03,True,1.0,99.91250545293329
c050,2025-10,528,288,4942,255,517.5,15.09,2025-03,,1.0,100.0953802330298
c050,2025-11,557,261,21706,622,287.0,0.0,2025-03,True,1.0,99.76938638192526
c051,2025-05,370,331,3993,270,677.37,19.99,2025-05,True,0.0,0.542538191192278
c051,2025-06,428,388,16288,429,263.7,30.36,2025-05,True,0.0,-0.0980472594209455
c051,2025-07,467,357,16267,361,222.52,17.43,2025-05,True,0.0,-0.024192143749029144
c051,2025-08,398,284,4880,151,310.13,31.03,2025-05,True,0.0,-0.30489921731966113
c051,2025-09,377,303,9188,144,157.67,27.79,2025-05,,1.0,99.7289985380849
c051,2025-10,410,245,5172,117,227.53,17.22,2025-05,,1.0,99.80802028896463
c051,2025-11,371,191,12744,422,331.41,39.0,2025-05,False,0.0,0.07673949647406036
c052,2025-05,742,235,7210,271,376.29,38.91,2025-05,True,0.0,-0.11098389510722917
c052,2025-06,727,527,10681,149,140.2,3.73,2025-05,True,0.0,-0.2506658808377472
c052,2025-07,957,589,15932,1168,733.42,0.0,2025-05,False,1.0,100.1464594679202
c052,2025-08,860,426,27804,694,249.73,34.92,2025-05,True,0.0,0.13811987104264017
c052,2025-09,944,624,21890,1011,461.89,0.0,2025-05,,0.0,-0.5089971116455771
c052,2025-10,889,577,20435,338,165.63,39.5,2025-05,,0.0,0.0427316255464179
c052,2025-11,639,472,25503,722,283.47,27.5,2025-05,False,0.0,0.21194224459970573
c053,2025-04,2354,1926,85899,4985,580.34,17.26,2025-04,,0.0,-0.033473370499597255
c053,2025-05,1967,1623,61624,2055,333.63,37.7,2025-04,True,0.0,-0.17713457185205952
c053,2025-06,2560,2027,35845,1434,400.26,13.14,2025-04,True,0.0,0.227968372698082
c053,2025-07,2454,1629,45564,1121,246.12,25.4,2025-04,True,0.0,0.11291346532211566
c053,2025-08,2434,1986,23148,436,188.44,35.48,2025-04,False,1.0,100.12822929591422
c053,2025-09,2040,723,58619,1509,257.46,4.32,2025-04,True,0.0,-0.4313116011973412
c053,2025-10,2635,2376,70476,932,132.38,0.0,2025-04,,0.0,0.06025256811962121
c053,2025-11,2151,1723,40975,2026,494.49,4.29,2025-04,True,0.0,0.43784729252183097
c054,2025-02,73,47,1672,62,374.35,18.77,2025-02,,0.0,-0.02310719175301166
c054,2025-03,78,64,703,19,278.07,14.83,2025-02,True,0.0,0.008150131668941211
c054,2025-04,74,47,1843,104,569.13,12.6,2025-02,False,0.0,0.5798993568155792
c054,2025-05,62,48,1453,47,323.74,14.26,2025-02,True,1.0,99.69683164014133
c054,2025-06,77,41,1308,40,308.52,29.05,2025-02,,0.0,-0.7129764724126084
c054,2025-07,78,51,936,59,632.58,0.0,2025-02,True,1.0,100.32521607764308
c054,2025-08,63,27,1910,104,545.56,36.15,2025-02,False,0.0,-0.7073157450951474
c054,2025-09,68,44,1690,104,617.22,7.09,2025-02,True,0.0,-0.10317509886436012
c054,2025-10,82,61,1327,31,239.14,38.52,2025-02,True,0.0,-0.5747727721836146
c054,2025-11,72,49,1805,50,281.14,11.18,2025-02,False,0.0,0.2844796380542767
c055,2025-01,466,298,15310,920,600.99,0.0,2025-01,True,0.0,0.07540639645456962
c055,2025-02,517,410,15310,594,388.42,8.57,2025-01,False,0.0,-0.6898630556331402
c055,2025-03,517,396,19840,1596,804.74,29.75,2025-01,False,0.0,-0.314171177059189
c055,2025-04,441,300,13695,1127,823.25,12.92,2025-01,True,0.0,-0.2745935392373821
c055,2025-05,538,445,20365,799,392.51,10.44,2025-01,True,0.0,0.7312970770952324
c055,2025-06,501,343,18546,395,213.21,33.13,2025-01,True,0.0,0.04789576618713712
c055,2025-07,484,403,12007,410,341.7,25.8,2025-01,,1.0,99.78853714199455
c055,2025-08,512,244,15162,1516,1000.5,18.96,2025-01,False,0.0,-0.05597793819572636
c055,2025-09,522,377,5864,70,119.9,27.0,2025-01,True,0.0,-0.4574013532767227
c055,2025-10,559,470,15786,378,239.82,8.88,2025-01,True,0.0,-0.5012041643761409
c055,2025-11,553,435,10685,150,140.87,5.52,2025-01,False,0.0,-0.266303951378701
c056,2025-02,502,364,4405,110,251.75,32.12,2025-02,True,0.0,-0.22833930060008223
c056,2025-03,523,494,17943,582,324.82,0.0,2025-02,,0.0,0.28015062086325115
c056,2025-04,525,320,18521,459,247.99,6.44,2025-02,False,1.0,100.24491132268834
c056,2025-05,593,149,15102,719,476.58,28.3,2025-02,False,1.0,100.64639110255935
c056,2025-06,512,296,12868,663,515.56,12.62,2025-02,True,1.0,99.8902505009451
c056,2025-07,498,271,17067,132,77.57,12.89,2025-02,True,1.0,99.72776637298138
c056,2025-08,571,190,16098,655,407.15,0.0,2025-02,True,0.0,-0.40343841643070766
c056,2025-09,578,379,8512,77,90.74,25.35,2025-02,True,0.0,-0.19181479994603917
c056,2025-10,615,470,18834,417,221.5,11.1,2025-02,False,1.0,100.23742863689594
c056,2025-11,433,245,4925,137,279.71,0.0,2025-02,False,0.0,0.7710161517879616
c057,2025-02,647,422,22759,860,377.9,7.59,2025-02,True,1.0,100.04399172124678
c057,2025-03,655,367,20744,1825,880.16,5.71,2025-02,False,1.0,99.17182395035871
c057,2025-04,621,199,13584,233,171.85,33.52,2025-02,True,1.0,100.99694568084787
c057,2025-05,725,322,18432,1309,710.21,5.39,2025-02,,0.0,-0.5648487051740462
c057,2025-06,653,442,13034,1230,943.75,16.79,2025-02,True,0.0,0.20685476563547228
c057,2025-07,650,562,9425,532,564.49,10.39,2025-02,False,0.0,0.5279697651499756
c057,2025-08,589,510,12924,630,487.86,35.7,2025-02,True,0.0,0.4884474267983505
c057,2025-09,758,545,15062,1511,1003.82,34.38,2025-02,True,1.0,99.84128103176926
c057,2025-10,805,470,29766,1833,616.13,14.67,2025-02,False,1.0,99.64233555539046
c057,2025-11,678,181,5698,721,1266.66,18.0,2025-02,True,1.0,100.1310631240865
c058,2025-01,287,179,11093,186,167.78,35.21,2025-01,False,1.0,100.17191079767834
c058,2025-02,222,103,8723,929,1065.74,29.61,2025-01,True,1.0,99.83883231480463
c058,2025-03,283,101,8204,303,369.7,39.53,2025-01,False,0.0,0.3491148865065892
c058,2025-04,309,239,5279,95,180.78,31.17,2025-01,,0.0,0.3347595158741897
c058,2025-05,242,184,6473,38,58.91,36.22,2025-01,False,1.0,99.79080848131963
c058,2025-06,264,150,7354,436,593.34,35.89,2025-01,True,1.0,99.9199026359172
c058,2025-07,291,96,10568,577,546.57,10.89,2025-01,True,0.0,-0.3285714739227845
c058,2025-08,245,162,2579,70,273.42,32.37,2025-01,False,0.0,-0.2254916720521999
c058,2025-09,228,155,4185,142,340.81,28.14,2025-01,False,0.0,-0.3777324424361952
c058,2025-10,273,213,9983,93,93.22,35.94,2025-01,False,0.0,-0.17012715961674266
c058,2025-11,307,243,7052,82,116.7,19.48,2025-01,,0.0,-0.9259895645909566
c059,2025-02,683,421,25356,706,278.52,28.58,2025-02,True,1.0,99.81445357911275
c059,2025-03,599,338,23901,454,190.08,36.94,2025-02,True,1.0,100.31358718180476
c059,2025-04,473,219,10455,1799,1721.26,11.92,2025-02,False,1.0,100.06530471409626
c059,2025-05,612,251,23689,296,125.06,37.76,2025-02,True,0.0,-0.22077023196818515
c059,2025-06,568,426,22584,943,417.7,8.53,2025-02,False,1.0,99.92605372453355
c059,2025-07,663,397,24202,658,272.0,0.0,2025-02,True,0.0,0.09193455325052935
c059,2025-08,674,534,9645,323,335.17,8.06,2025-02,True,0.0,-0.30878226867647934
c059,2025-09,478,401,15007,813,541.99,15.86,2025-02,,0.0,-0.27845871462669397
c059,2025-10,606,496,18477,828,448.24,6.75,2025-02,True,0.0,-0.15671667458420624
c059,2025-11,463,443,14595,853,584.54,31.02,2025-02,True,0.0,-0.4463192946938109
c060,2025-04,399,300,7096,541,763.07,24.11,2025-04,,0.0,-0.22967846738332875
c060,2025-05,347,326,4446,44,99.3,13.69,2025-04,False,0.0,0.769463106445329
c060,2025-06,404,387,7666,110,144.7,28.0,2025-04,,0.0,-0.04165554561718984
c060,2025-07,413,398,10284,605,588.53,7.73,2025-04,,0.0,0.19433774455070763
c060,2025-08,322,252,3989,99,248.81,0.0,2025-04,True,0.0,-0.05726404987892079
c060,2025-09,457,326,12009,465,387.34,20.22,2025-04,True,0.0,0.034503098353862
c060,2025-10,454,394,7367,379,514.86,22.6,2025-04,False,0.0,0.20670174106561925
c060,2025-11,378,233,13288,1598,1202.62,24.71,2025-04,,1.0,99.83877543573207
c061,2025-01,217,128,2811,150,534.23,24.63,2025-01,False,0.0,0.06188100773486032
c061,2025-02,251,192,8714,87,100.27,37.02,2025-01,True,0.0,0.0746608379959822
c061,2025-03,229,210,6632,823,1242.05,38.25,2025-01,,0.0,-0.8412549001530194
c061,2025-04,223,170,3055,84,275.67,27.38,2025-01,True,0.0,-0.9070979175529976
c061,2025-05,238,167,2204,56,255.3,11.03,2025-01,False,0.0,0.04834635040355942
c061,2025-06,222,143,7671,264,344.33,21.79,2025-01,False,1.0,99.75066497044953
c061,2025-07,277,163,4752,174,366.43,5.82,2025-01,False,1.0,100.22585279281785
c061,2025-08,212,98,3471,115,334.0,10.78,2025-01,False,1.0,99.9294100969004
c061,2025-09,233,120,1896,42,221.77,0.0,2025-01,False,1.0,99.98993309612085
c061,2025-10,211,111,4520,257,570.66,27.62,2025-01,False,0.0,0.15644448900388314
c061,2025-11,276,244,9206,292,317.5,36.98,2025-01,False,1.0,99.91870727222552
c062,2025-01,147,99,3419,94,276.27,14.94,2025-01,False,0.0,0.5890465160983565
c062,2025-02,133,123,4615,134,291.8,22.52,2025-01,,1.0,99.99324097131182
c062,2025-03,171,79,6382,92,144.73,0.0,2025-01,,1.0,100.14936707909588
c062,2025-04,132,61,2849,132,466.35,10.79,2025-01,True,0.0,0.1071391887510401
c062,2025-05,132,84,2784,46,166.05,29.47,2025-01,True,0.0,-0.6645977211565618
c062,2025-06,143,101,3657,87,239.03,3.63,2025-01,False,0.0,0.2326343339255882
c062,2025-07,141,96,5589,281,504.55,6.63,2025-01,False,0.0,-0.5957469972655626
c062,2025-08,181,139,1722,128,745.27,0.0,2025-01,False,0.0,-0.28064275646358355
c062,2025-09,167,103,2826,57,201.81,5.39,2025-01,True,1.0,99.7353266942938
c062,2025-10,152,82,5187,414,799.92,38.17,2025-01,,1.0,100.64765146774602
c062,2025-11,133,52,1648,13,79.07,0.0,2025-01,,1.0,100.07737318789025
c063,2025-05,806,576,12496,214,171.53,12.95,2025-05,False,0.0,-0.19870131269940658
c063,2025-06,811,622,10926,429,392.97,33.77,2025-05,False,1.0,100.71087687095999
c063,2025-07,743,407,8272,581,702.38,14.01,2025-05,True,0.0,-0.1158544725659489
c063,2025-08,659,498,7354,63,86.59,33.26,2025-05,True,0.0,0.9238996032500415
c063,2025-09,793,567,6592,300,456.49,0.0,2025-05,True,1.0,100.15441692123629
c063,2025-10,816,388,11018,353,320.75,24.74,2025-05,,1.0,100.16472838046131
c063,2025-11,620,216,12671,360,284.29,31.86,2025-05,False,1.0,99.59807418333763
c064,2025-04,1556,1401,49282,1118,226.93,12.64,2025-04,True,0.0,0.604451938871521
c064,2025-05,1723,1319,56520,983,174.0,9.19,2025-04,True,0.0,0.1880858170857761
c064,2025-06,1937,1163,25967,2109,812.31,26.96,2025-04,,0.0,-0.25738209933879747
c064,2025-07,1747,1370,65707,1866,284.04,7.3,2025-04,,1.0,99.2856820926844
c064,2025-08,2158,1286,61054,1035,169.61,19.55,2025-04,False,0.0,-0.1699536603998239
c064,2025-09,1749,1192,41466,1820,438.96,28.38,2025-04,False,1.0,99.41315989511993
c064,2025-10,1612,781,37630,6182,1642.96,37.8,2025-04,True,0.0,-0.5244561132681357
c064,2025-11,1906,1249,61109,1627,266.28,19.69,2025-04,False,1.0,100.66709169050273
c065,2025-03,1022,739,30306,816,269.26,13.26,2025-03,True,0.0,0.15919394391373298
c065,2025-04,1082,652,13368,1091,816.8,17.27,2025-03,,0.0,-0.3347670286747962
c065,2025-05,1056,866,9342,213,228.03,31.97,2025-03,False,0.0,0.3749757974415813
c065,2025-06,930,728,35926,2170,604.23,37.94,2025-03,False,0.0,-0.26344491796011876
c065,2025-07,915,816,17555,1026,584.74,30.97,2025-03,False,0.0,0.23350661096777922
c065,2025-08,1084,798,23260,931,400.57,24.69,2025-03,True,0.0,-0.2595758926092157
c065,2025-09,839,541,8720,481,551.72,38.89,2025-03,False,1.0,99.83141975809174
c065,2025-10,990,322,21505,820,381.66,39.06,2025-03,False,0.0,0.2671044229058594
c065,2025-11,1135,955,20845,1381,662.74,18.62,2025-03,False,0.0,-0.4099164229120933
c066,2025-04,2425,1565,31957,1671,522.94,34.69,2025-04,True,0.0,-0.3665109396627286
c066,2025-05,1901,1349,56775,1393,245.42,19.0,2025-04,,0.0,-0.578041250212042
c066,2025-06,2321,1543,78762,433,55.01,37.28,2025-04,False,0.0,-0.0595760281434437
c066,2025-07,2058,1284,42222,5185,1228.14,16.01,2025-04,True,0.0,0.27508085805209187
c066,2025-08,2551,1938,61951,2918,471.04,19.1,2025-04,False,1.0,100.15239398251329
c066,2025-09,2303,1011,28793,1556,540.75,11.36,2025-04,False,0.0,-0.15367018918707204
c066,2025-10,2065,1787,27039,3533,1306.97,30.42,2025-04,,0.0,0.004200393523505193
c066,2025-11,1899,1246,62049,8005,1290.18,28.05,2025-04,False,0.0,-0.007575791899179098
c067,2025-04,2030,816,78933,3846,487.28,12.71,2025-04,True,0.0,-0.14023159131168436
c067,2025-05,2516,2120,77981,2638,338.36,28.18,2025-04,False,1.0,99.77283872772642
c067,2025-06,2532,1317,83515,5926,709.65,37.24,2025-04,,0.0,-0.3995349148660851
c067,2025-07,2119,1857,19246,1481,769.79,9.2,2025-04,True,0.0,0.34990779339869216
c067,2025-08,2407,1754,48238,710,147.3,0.0,2025-04,False,1.0,100.39215818104506
c067,2025-09,2367,1285,44008,1174,266.95,37.43,2025-04,False,0.0,-0.26471491996265867
c067,2025-10,2419,2199,34818,1730,496.93,23.43,2025-04,True,1.0,99.69493576163728
c067,2025-11,2688,1178,44876,3456,770.21,37.84,2025-04,False,0.0,0.13303004932760082
c068,2025-01,71,69,690,11,164.99,34.04,2025-01,,0.0,0.017613871104429826
c068,2025-02,57,43,1203,35,292.06,34.3,2025-01,False,0.0,0.4150814058123648
c068,2025-03,66,47,2571,20,79.78,0.0,2025-01,False,0.0,-0.06399328692657079
c068,2025-04,53,37,1904,239,1258.18,0.0,2025-01,,0.0,0.1362843312921059
c068,2025-05,73,51,1574,116,738.05,4.31,2025-01,False,0.0,0.056462274399381174
c068,2025-06,70,53,1080,9,85.28,26.66,2025-01,False,0.0,-0.3933344582235716
c068,2025-07,60,46,1398,68,490.92,0.0,2025-01,,1.0,100.10856892656463
c068,2025-08,60,27,1938,25,133.64,19.87,2025-01,False,0.0,-0.03338198681922144
