client_id,month,total_queries,queries_with_data,impressions,clicks,ctr_x100,avg_position,gsc_data_start,is_ai_referral_available,label_visibility_drop,content_quality_index
c043,2025-09,575,351,20195,339,168.17,32.53,2025-01,True,0.0,73.4
c043,2025-10,520,416,7532,223,296.55,8.6,2025-01,False,1.0,44.5
c044,2025-05,465,260,7399,289,391.01,16.7,2025-05,True,0.0,56.2
c044,2025-06,487,424,18220,153,84.18,19.96,2025-05,True,0.0,44.4
c044,2025-07,502,309,13434,60,45.21,29.39,2025-05,False,0.0,88.0
c044,2025-08,474,474,13204,103,78.26,31.35,2025-05,False,0.0,61.8
c044,2025-09,480,398,17642,878,498.21,26.15,2025-05,True,0.0,56.8
c044,2025-10,446,269,3806,150,395.08,10.05,2025-05,True,1.0,11.0
c045,2025-02,4519,3508,105186,1922,182.81,7.26,2025-02,,0.0,62.3
c045,2025-03,3556,3126,118841,7467,628.38,34.05,2025-02,True,0.0,78.6
c045,2025-04,3262,2984,114421,3648,318.87,20.08,2025-02,,0.0,43.7
c045,2025-05,3588,2523,95410,821,86.1,13.43,2025-02,,1.0,24.9
c045,2025-06,4483,1867,55974,1510,269.87,37.82,2025-02,False,1.0,25.6
c045,2025-07,3876,2149,94866,1637,172.61,34.39,2025-02,,0.0,63.8
c045,2025-08,4141,3803,89943,4107,456.73,3.1,2025-02,,1.0,32.7
c045,2025-09,3493,1429,78880,884,112.14,20.72,2025-02,True,1.0,47.6
c045,2025-10,4400,2362,174562,14373,823.4,38.07,2025-02,True,1.0,26.5
c046,2025-04,94,35,1017,4,48.16,10.22,2025-04,,1.0,20.7
c046,2025-05,106,47,4016,246,614.76,17.0,2025-04,True,0.0,57.8
c046,2025-06,106,87,1664,117,704.39,34.06,2025-04,True,0.0,47.5
c046,2025-07,86,62,1075,55,512.58,29.56,2025-04,False,1.0,58.9
c046,2025-08,86,44,3255,134,412.8,21.3,2025-04,,0.0,57.9
c046,2025-09,96,80,2456,99,403.63,24.0,2025-04,True,0.0,39.8
c046,2025-10,106,66,1405,124,888.91,6.42,2025-04,,0.0,65.5
c047,2025-01,258,207,5509,124,226.54,11.51,2025-01,True,0.0,44.1
c047,2025-02,312,196,4571,358,784.7,33.28,2025-01,False,0.0,29.7
c047,2025-03,276,196,3800,30,79.54,11.67,2025-01,,1.0,12.3
c047,2025-04,320,72,11718,722,616.79,27.63,2025-01,False,0.0,63.7
c047,2025-05,263,213,9264,130,141.41,21.64,2025-01,False,1.0,33.0
c047,2025-06,287,160,2906,138,478.24,9.02,2025-01,False,1.0,36.6
c047,2025-07,298,120,6214,358,577.66,21.95,2025-01,False,0.0,58.9
c047,2025-08,333,260,8459,353,417.93,18.76,2025-01,,0.0,57.8
c047,2025-09,251,214,5242,327,624.12,31.22,2025-01,True,0.0,57.4
c047,2025-10,366,351,13785,878,637.51,13.25,2025-01,True,0.0,44.0
c048,2025-05,248,139,5179,305,590.08,13.24,2025-05,True,1.0,48.6
c048,2025-06,190,96,6351,121,191.54,26.84,2025-05,True,0.0,51.0
c048,2025-07,214,168,8313,209,251.72,14.42,2025-05,,0.0,43.1
c048,2025-08,232,152,2752,128,466.24,0.0,2025-05,,0.0,61.4
c048,2025-09,252,185,8079,443,548.35,22.94,2025-05,True,0.0,52.7
c048,2025-10,223,164,5517,290,526.55,11.11,2025-05,,0.0,74.9
c049,2025-04,1994,1151,29591,1716,580.19,34.04,2025-04,True,0.0,41.6
c049,2025-05,2387,1704,36361,889,244.51,31.6,2025-04,False,0.0,57.4
c049,2025-06,2092,1925,23518,1331,565.99,6.28,2025-04,True,1.0,28.4
c049,2025-07,1947,1062,20692,939,454.06,34.38,2025-04,True,0.0,42.2
c049,2025-08,2513,1718,40257,1111,276.17,21.02,2025-04,False,0.0,68.4
c049,2025-09,2197,1804,18860,461,244.44,31.75,2025-04,,0.0,54.5
c049,2025-10,2499,2214,89914,3199,355.79,17.11,2025-04,True,1.0,23.3
c050,2025-03,510,274,4993,256,514.47,0.0,2025-03,False,0.0,53.2
c050,2025-04,615,426,14471,416,287.58,8.78,2025-03,True,0.0,71.3
c050,2025-05,537,385,17620,242,137.77,17.85,2025-03,True,0.0,55.7
c050,2025-06,549,429,5546,78,141.66,0.0,2025-03,True,0.0,44.8
c050,2025-07,646,420,12696,416,328.12,11.44,2025-03,,1.0,43.4
c050,2025-08,581,344,16071,318,198.28,19.96,2025-03,False,1.0,58.2
c050,2025-09,465,268,18012,582,323.18,3.22,2025-03,True,1.0,32.1
c050,2025-10,528,288,4942,255,517.5,15.09,2025-03,,1.0,25.7
c051,2025-05,370,331,3993,270,677.37,19.99,2025-05,True,0.0,66.1
c051,2025-06,428,388,16288,429,263.7,30.36,2025-05,True,0.0,56.5
c051,2025-07,467,357,16267,361,222.52,17.43,2025-05,True,0.0,38.2
c051,2025-08,398,284,4880,151,310.13,31.03,2025-05,True,0.0,65.2
c051,2025-09,377,303,9188,144,157.67,27.79,2025-05,,1.0,59.7
c051,2025-10,410,245,5172,117,227.53,17.22,2025-05,,1.0,49.4
c052,2025-05,742,235,7210,271,376.29,38.91,2025-05,True,0.0,36.8
c052,2025-06,727,527,10681,149,140.2,3.73,2025-05,True,0.0,36.8
c052,2025-07,957,589,15932,1168,733.42,0.0,2025-05,False,1.0,33.6
c052,2025-08,860,426,27804,694,249.73,34.92,2025-05,True,0.0,35.2
c052,2025-09,944,624,21890,1011,461.89,0.0,2025-05,,0.0,38.0
c052,2025-10,889,577,20435,338,165.63,39.5,2025-05,,0.0,42.3
c053,2025-04,2354,1926,85899,4985,580.34,17.26,2025-04,,0.0,77.1
c053,2025-05,1967,1623,61624,2055,333.63,37.7,2025-04,True,0.0,61.4
c053,2025-06,2560,2027,35845,1434,400.26,13.14,2025-04,True,0.0,35.2
c053,2025-07,2454,1629,45564,1121,246.12,25.4,2025-04,True,0.0,48.7
c053,2025-08,2434,1986,23148,436,188.44,35.48,2025-04,False,1.0,43.1
c053,2025-09,2040,723,58619,1509,257.46,4.32,2025-04,True,0.0,57.4
c053,2025-10,2635,2376,70476,932,132.38,0.0,2025-04,,0.0,65.4
c054,2025-02,73,47,1672,62,374.35,18.77,2025-02,,0.0,61.9
c054,2025-03,78,64,703,19,278.07,14.83,2025-02,True,0.0,40.9
c054,2025-04,74,47,1843,104,569.13,12.6,2025-02,False,0.0,50.8
c054,2025-05,62,48,1453,47,323.74,14.26,2025-02,True,1.0,27.7
c054,2025-06,77,41,1308,40,308.52,29.05,2025-02,,0.0,54.6
c054,2025-07,78,51,936,59,632.58,0.0,2025-02,True,1.0,30.1
c054,2025-08,63,27,1910,104,545.56,36.15,2025-02,False,0.0,45.0
c054,2025-09,68,44,1690,104,617.22,7.09,2025-02,True,0.0,39.8
c054,2025-10,82,61,1327,31,239.14,38.52,2025-02,True,0.0,54.2
c055,2025-01,466,298,15310,920,600.99,0.0,2025-01,True,0.0,56.6
c055,2025-02,517,410,15310,594,388.42,8.57,2025-01,False,0.0,63.2
c055,2025-03,517,396,19840,1596,804.74,29.75,2025-01,False,0.0,46.9
c055,2025-04,441,300,13695,1127,823.25,12.92,2025-01,True,0.0,83.1
c055,2025-05,538,445,20365,799,392.51,10.44,2025-01,True,0.0,52.1
c055,2025-06,501,343,18546,395,213.21,33.13,2025-01,True,0.0,50.7
c055,2025-07,484,403,12007,410,341.7,25.8,2025-01,,1.0,36.9
c055,2025-08,512,244,15162,1516,1000.5,18.96,2025-01,False,0.0,57.0
c055,2025-09,522,377,5864,70,119.9,27.0,2025-01,True,0.0,64.3
c055,2025-10,559,470,15786,378,239.82,8.88,2025-01,True,0.0,66.1
c056,2025-02,502,364,4405,110,251.75,32.12,2025-02,True,0.0,64.3
c056,2025-03,523,494,17943,582,324.82,0.0,2025-02,,0.0,38.5
c056,2025-04,525,320,18521,459,247.99,6.44,2025-02,False,1.0,-1.1
c056,2025-05,593,149,15102,719,476.58,28.3,2025-02,False,1.0,31.0
c056,2025-06,512,296,12868,663,515.56,12.62,2025-02,True,1.0,36.6
c056,2025-07,498,271,17067,132,77.57,12.89,2025-02,True,1.0,29.8
c056,2025-08,571,190,16098,655,407.15,0.0,2025-02,True,0.0,43.4
c056,2025-09,578,379,8512,77,90.74,25.35,2025-02,True,0.0,62.8
c056,2025-10,615,470,18834,417,221.5,11.1,2025-02,False,1.0,27.2
c057,2025-02,647,422,22759,860,377.9,7.59,2025-02,True,1.0,40.6
c057,2025-03,655,367,20744,1825,880.16,5.71,2025-02,False,1.0,27.2
c057,2025-04,621,199,13584,233,171.85,33.52,2025-02,True,1.0,13.9
c057,2025-05,725,322,18432,1309,710.21,5.39,2025-02,,0.0,41.8
c057,2025-06,653,442,13034,1230,943.75,16.79,2025-02,True,0.0,58.4
c057,2025-07,650,562,9425,532,564.49,10.39,2025-02,False,0.0,63.7
c057,2025-08,589,510,12924,630,487.86,35.7,2025-02,True,0.0,55.0
c057,2025-09,758,545,15062,1511,1003.82,34.38,2025-02,True,1.0,40.4
c057,2025-10,805,470,29766,1833,616.13,14.67,2025-02,False,1.0,28.2
c058,2025-01,287,179,11093,186,167.78,35.21,2025-01,False,1.0,46.0
c058,2025-02,222,103,8723,929,1065.74,29.61,2025-01,True,1.0,39.9
c058,2025-03,283,101,8204,303,369.7,39.53,2025-01,False,0.0,58.1
c058,2025-04,309,239,5279,95,180.78,31.17,2025-01,,0.0,42.4
c058,2025-05,242,184,6473,38,58.91,36.22,2025-01,False,1.0,42.6
c058,2025-06,264,150,7354,436,593.34,35.89,2025-01,True,1.0,30.5
c058,2025-07,291,96,10568,577,546.57,10.89,2025-01,True,0.0,48.9
c058,2025-08,245,162,2579,70,273.42,32.37,2025-01,False,0.0,39.3
c058,2025-09,228,155,4185,142,340.81,28.14,2025-01,False,0.0,72.1
c058,2025-10,273,213,9983,93,93.22,35.94,2025-01,False,0.0,62.1
c059,2025-02,683,421,25356,706,278.52,28.58,2025-02,True,1.0,34.3
c059,2025-03,599,338,23901,454,190.08,36.94,2025-02,True,1.0,37.9
c059,2025-04,473,219,10455,1799,1721.26,11.92,2025-02,False,1.0,30.5
c059,2025-05,612,251,23689,296,125.06,37.76,2025-02,True,0.0,54.1
c059,2025-06,568,426,22584,943,417.7,8.53,2025-02,False,1.0,36.2
c059,2025-07,663,397,24202,658,272.0,0.0,2025-02,True,0.0,56.7
c059,2025-08,674,534,9645,323,335.17,8.06,2025-02,True,0.0,56.9
c059,2025-09,478,401,15007,813,541.99,15.86,2025-02,,0.0,48.2
c059,2025-10,606,496,18477,828,448.24,6.75,2025-02,True,0.0,66.7
c060,2025-04,399,300,7096,541,763.07,24.11,2025-04,,0.0,61.5
c060,2025-05,347,326,4446,44,99.3,13.69,2025-04,False,0.0,70.3
c060,2025-06,404,387,7666,110,144.7,28.0,2025-04,,0.0,68.0
c060,2025-07,413,398,10284,605,588.53,7.73,2025-04,,0.0,69.4
c060,2025-08,322,252,3989,99,248.81,0.0,2025-04,True,0.0,51.1
c060,2025-09,457,326,12009,465,387.34,20.22,2025-04,True,0.0,72.2
c060,2025-10,454,394,7367,379,514.86,22.6,2025-04,False,0.0,50.6
c061,2025-01,217,128,2811,150,534.23,24.63,2025-01,False,0.0,57.3
c061,2025-02,251,192,8714,87,100.27,37.02,2025-01,True,0.0,64.4
c061,2025-03,229,210,6632,823,1242.05,38.25,2025-01,,0.0,51.4
c061,2025-04,223,170,3055,84,275.67,27.38,2025-01,True,0.0,40.5
c061,2025-05,238,167,2204,56,255.3,11.03,2025-01,False,0.0,51.6
c061,2025-06,222,143,7671,264,344.33,21.79,2025-01,False,1.0,54.0
c061,2025-07,277,163,4752,174,366.43,5.82,2025-01,False,1.0,36.5
c061,2025-08,212,98,3471,115,334.0,10.78,2025-01,False,1.0,34.0
c061,2025-09,233,120,1896,42,221.77,0.0,2025-01,False,1.0,38.4
c061,2025-10,211,111,4520,257,570.66,27.62,2025-01,False,0.0,55.9
c062,2025-01,147,99,3419,94,276.27,14.94,2025-01,False,0.0,47.1
c062,2025-02,133,123,4615,134,291.8,22.52,2025-01,,1.0,40.6
c062,2025-03,171,79,6382,92,144.73,0.0,2025-01,,1.0,35.5
c062,2025-04,132,61,2849,132,466.35,10.79,2025-01,True,0.0,41.9
c062,2025-05,132,84,2784,46,166.05,29.47,2025-01,True,0.0,47.1
c062,2025-06,143,101,3657,87,239.03,3.63,2025-01,False,0.0,33.3
c062,2025-07,141,96,5589,281,504.55,6.63,2025-01,False,0.0,53.7
c062,2025-08,181,139,1722,128,745.27,0.0,2025-01,False,0.0,43.2
c062,2025-09,167,103,2826,57,201.81,5.39,2025-01,True,1.0,51.4
c062,2025-10,152,82,5187,414,799.92,38.17,2025-01,,1.0,39.2
c063,2025-05,806,576,12496,214,171.53,12.95,2025-05,False,0.0,55.7
c063,2025-06,811,622,10926,429,392.97,33.77,2025-05,False,1.0,43.1
c063,2025-07,743,407,8272,581,702.38,14.01,2025-05,True,0.0,55.8
c063,2025-08,659,498,7354,63,86.59,33.26,2025-05,True,0.0,39.2
c063,2025-09,793,567,6592,300,456.49,0.0,2025-05,True,1.0,22.8
c063,2025-10,816,388,11018,353,320.75,24.74,2025-05,,1.0,36.1
c064,2025-04,1556,1401,49282,1118,226.93,12.64,2025-04,True,0.0,54.6
c064,2025-05,1723,1319,56520,983,174.0,9.19,2025-04,True,0.0,38.9
c064,2025-06,1937,1163,25967,2109,812.31,26.96,2025-04,,0.0,60.3
c064,2025-07,1747,1370,65707,1866,284.04,7.3,2025-04,,1.0,27.9
c064,2025-08,2158,1286,61054,1035,169.61,19.55,2025-04,False,0.0,52.4
c064,2025-09,1749,1192,41466,1820,438.96,28.38,2025-04,False,1.0,36.0
c064,2025-10,1612,781,37630,6182,1642.96,37.8,2025-04,True,0.0,58.9
c065,2025-03,1022,739,30306,816,269.26,13.26,2025-03,True,0.0,60.5
c065,2025-04,1082,652,13368,1091,816.8,17.27,2025-03,,0.0,58.2
c065,2025-05,1056,866,9342,213,228.03,31.97,2025-03,False,0.0,52.8
c065,2025-06,930,728,35926,2170,604.23,37.94,2025-03,False,0.0,74.2
c065,2025-07,915,816,17555,1026,584.74,30.97,2025-03,False,0.0,56.2
c065,2025-08,1084,798,23260,931,400.57,24.69,2025-03,True,0.0,34.2
c065,2025-09,839,541,8720,481,551.72,38.89,2025-03,False,1.0,31.6
c065,2025-10,990,322,21505,820,381.66,39.06,2025-03,False,0.0,55.2
c066,2025-04,2425,1565,31957,1671,522.94,34.69,2025-04,True,0.0,36.1
c066,2025-05,1901,1349,56775,1393,245.42,19.0,2025-04,,0.0,45.2
c066,2025-06,2321,1543,78762,433,55.01,37.28,2025-04,False,0.0,50.3
c066,2025-07,2058,1284,42222,5185,1228.14,16.01,2025-04,True,0.0,45.8
c066,2025-08,2551,1938,61951,2918,471.04,19.1,2025-04,False,1.0,33.5
c066,2025-09,2303,1011,28793,1556,540.75,11.36,2025-04,False,0.0,58.7
c066,2025-10,2065,1787,27039,3533,1306.97,30.42,2025-04,,0.0,44.0
c067,2025-04,2030,816,78933,3846,487.28,12.71,2025-04,True,0.0,64.1
c067,2025-05,2516,2120,77981,2638,338.36,28.18,2025-04,False,1.0,41.6
c067,2025-06,2532,1317,83515,5926,709.65,37.24,2025-04,,0.0,55.9
c067,2025-07,2119,1857,19246,1481,769.79,9.2,2025-04,True,0.0,64.7
c067,2025-08,2407,1754,48238,710,147.3,0.0,2025-04,False,1.0,46.1
c067,2025-09,2367,1285,44008,1174,266.95,37.43,2025-04,False,0.0,60.7
c067,2025-10,2419,2199,34818,1730,496.93,23.43,2025-04,True,1.0,21.5
c068,2025-01,71,69,690,11,164.99,34.04,2025-01,,0.0,54.3
c068,2025-02,57,43,1203,35,292.06,34.3,2025-01,False,0.0,49.0
c068,2025-03,66,47,2571,20,79.78,0.0,2025-01,False,0.0,46.9
c068,2025-04,53,37,1904,239,1258.18,0.0,2025-01,,0.0,50.0
c068,2025-05,73,51,1574,116,738.05,4.31,2025-01,False,0.0,43.8
c068,2025-06,70,53,1080,9,85.28,26.66,2025-01,False,0.0,50.9
c068,2025-07,60,46,1398,68,490.92,0.0,2025-01,,1.0,31.6
c068,2025-08,60,27,1938,25,133.64,19.87,2025-01,False,0.0,47.0
c068,2025-09,69,50,2204,65,298.43,5.36,2025-01,,0.0,39.8
c068,2025-10,59,36,889,34,383.61,23.7,2025-01,,1.0,13.2
c069,2025-02,1448,1155,55306,1099,198.88,0.0,2025-02,True,0.0,53.1
c069,2025-03,1231,885,23500,2443,1039.64,27.49,2025-02,True,0.0,57.2
c069,2025-04,1205,1050,13354,202,151.34,9.74,2025-02,False,1.0,33.3
c069,2025-05,1097,628,14391,947,658.09,27.61,2025-02,False,0.0,53.3
c069,2025-06,1265,904,41199,2639,640.58,10.0,2025-02,True,0.0,72.1
c069,2025-07,1255,1082,27015,855,316.67,15.11,2025-02,False,0.0,43.3
c069,2025-08,1398,902,45681,1820,398.44,22.55,2025-02,True,0.0,56.5
c069,2025-09,1440,1346,26384,1730,656.01,37.62,2025-02,True,1.0,40.4
c069,2025-10,1124,572,29981,1711,570.9,21.41,2025-02,False,0.0,70.0
c070,2025-02,547,465,12798,194,152.19,14.84,2025-02,True,0.0,58.5
c070,2025-03,514,378,13877,1014,730.78,30.35,2025-02,False,1.0,32.7
c070,2025-04,574,326,21857,994,454.96,13.48,2025-02,,0.0,45.3
c070,2025-05,468,295,12491,607,486.37,5.11,2025-02,False,0.0,57.0
c070,2025-06,406,264,8079,85,105.88,3.19,2025-02,,0.0,42.0
c070,2025-07,590,458,13188,189,143.67,37.36,2025-02,True,1.0,34.8
c070,2025-08,413,240,12641,372,294.38,36.16,2025-02,True,0.0,47.3
c070,2025-09,497,358,8976,843,939.85,24.41,2025-02,False,1.0,45.7
c070,2025-10,448,255,9243,281,304.97,0.0,2025-02,,1.0,48.3
c071,2025-03,1118,920,23744,925,389.73,9.65,2025-03,,0.0,62.8
c071,2025-04,906,751,11978,297,248.5,34.83,2025-03,True,0.0,42.0
c071,2025-05,911,766,7880,379,481.49,23.66,2025-03,False,0.0,66.9
c071,2025-06,912,836,18069,592,327.88,17.98,2025-03,,0.0,46.3
c071,2025-07,820,666,31988,582,182.24,6.27,2025-03,True,1.0,45.5
c071,2025-08,909,539,24505,839,342.53,37.97,2025-03,True,0.0,33.6
c071,2025-09,815,508,21844,221,101.33,20.37,2025-03,True,0.0,58.0
c071,2025-10,794,705,26513,790,298.21,29.55,2025-03,,1.0,51.7
c072,2025-04,43,26,1545,59,382.16,28.77,2025-04,False,1.0,17.5
c072,2025-05,34,8,348,13,393.02,26.9,2025-04,,0.0,52.3
c072,2025-06,31,21,1125,66,589.9,0.0,2025-04,True,1.0,41.1
c072,2025-07,37,19,1469,47,325.25,16.95,2025-04,True,0.0,41.7
c072,2025-08,41,28,1572,21,136.28,0.0,2025-04,False,1.0,41.9
c072,2025-09,42,21,1507,134,892.39,31.92,2025-04,,1.0,20.6
c072,2025-10,38,14,1352,33,246.28,20.02,2025-04,True,0.0,58.1
c073,2025-04,426,332,17034,1707,1002.69,18.1,2025-04,True,1.0,46.9
c073,2025-05,390,225,14742,446,303.19,13.59,2025-04,True,0.0,41.6
c073,2025-06,454,285,9348,413,441.97,23.83,2025-04,,0.0,42.9
c073,2025-07,406,266,9698,177,182.72,16.96,2025-04,,0.0,46.2
c073,2025-08,429,302,16703,272,163.11,13.1,2025-04,False,0.0,44.7
c073,2025-09,454,321,4115,173,420.64,13.32,2025-04,True,0.0,51.3
c073,2025-10,362,297,7909,381,482.37,6.57,2025-04,False,0.0,50.8
c074,2025-02,149,100,2636,178,675.72,37.07,2025-02,True,0.0,33.2
c074,2025-03,153,102,2958,106,358.96,33.98,2025-02,True,0.0,52.0
c074,2025-04,149,117,3990,83,210.0,11.96,2025-02,True,0.0,61.2
c074,2025-05,165,162,2395,55,233.21,5.34,2025-02,False,0.0,34.9
c074,2025-06,155,94,5531,146,264.26,18.8,2025-02,,0.0,62.1
c074,2025-07,198,155,4792,123,258.0,33.75,2025-02,False,1.0,33.1
c074,2025-08,147,80,5419,671,1238.86,12.65,2025-02,True,0.0,41.5
c074,2025-09,164,100,6358,250,393.79,5.55,2025-02,False,1.0,32.2
c074,2025-10,190,97,4480,112,251.07,3.34,2025-02,True,0.0,44.0
c075,2025-03,666,666,16030,478,298.37,21.63,2025-03,True,0.0,69.3
c075,2025-04,470,414,11783,144,122.84,24.21,2025-03,True,1.0,0.8
c075,2025-05,637,137,22446,1082,482.37,6.82,2025-03,,0.0,51.0
c075,2025-06,625,435,8367,474,567.37,0.0,2025-03,,0.0,63.4
c075,2025-07,628,603,7146,512,716.91,5.66,2025-03,,1.0,54.0
c075,2025-08,517,306,8868,652,736.01,7.35,2025-03,False,1.0,41.1
c075,2025-09,576,299,6249,561,898.21,23.1,2025-03,,0.0,58.6
c075,2025-10,617,531,23400,1624,694.28,5.51,2025-03,False,0.0,32.9
c076,2025-02,277,217,4272,280,655.71,6.37,2025-02,,1.0,46.4
c076,2025-03,336,201,9877,168,170.19,11.93,2025-02,False,0.0,72.5
c076,2025-04,268,222,3722,405,1088.29,13.71,2025-02,False,0.0,53.4
c076,2025-05,332,300,11306,1082,957.45,7.78,2025-02,True,0.0,43.2
c076,2025-06,349,250,10758,742,689.89,26.2,2025-02,,0.0,59.3
c076,2025-07,348,275,8667,467,539.96,31.0,2025-02,True,1.0,38.1
c076,2025-08,310,184,7416,607,819.14,3.45,2025-02,True,1.0,32.6
c076,2025-09,351,130,8600,131,153.38,22.16,2025-02,False,0.0,58.3
c076,2025-10,244,191,8301,478,576.93,21.63,2025-02,,1.0,23.0
c077,2025-01,496,359,11878,458,385.84,34.8,2025-01,,0.0,57.5
c077,2025-02,467,373,18109,508,280.82,11.06,2025-01,True,1.0,30.6
c077,2025-03,445,222,10354,307,297.17,22.6,2025-01,False,0.0,55.8
c077,2025-04,575,431,20340,1268,623.79,0.0,2025-01,True,0.0,47.7
c077,2025-05,590,505,7091,398,561.79,14.34,2025-01,True,1.0,40.0
c077,2025-06,556,322,18973,686,362.07,16.83,2025-01,True,0.0,59.1
c077,2025-07,429,338,11583,1231,1063.07,22.68,2025-01,,1.0,19.4
c077,2025-08,419,68,13797,294,213.48,5.1,2025-01,,0.0,58.9
c077,2025-09,583,507,9267,735,793.25,4.12,2025-01,True,0.0,55.1
c077,2025-10,552,496,21020,988,470.33,11.09,2025-01,False,0.0,50.8
c078,2025-01,163,94,6012,148,247.74,21.68,2025-01,True,0.0,56.9
c078,2025-02,183,142,5275,266,505.9,35.8,2025-01,False,1.0,0.6
c078,2025-03,170,49,6301,261,414.55,25.68,2025-01,True,1.0,34.6
c078,2025-04,229,125,4089,603,1476.51,32.79,2025-01,True,0.0,45.8
c078,2025-05,163,103,3762,545,1450.04,25.83,2025-01,False,0.0,53.6
c078,2025-06,165,130,3352,128,384.38,12.66,2025-01,False,1.0,45.3
c078,2025-07,213,122,7235,356,492.79,13.29,2025-01,,0.0,50.5
c078,2025-08,213,156,7663,175,228.84,33.08,2025-01,False,1.0,27.3
c078,2025-09,240,113,7096,260,366.68,0.0,2025-01,False,1.0,35.3
c078,2025-10,199,104,4102,172,421.25,15.04,2025-01,,0.0,57.2
c079,2025-05,182,123,2145,85,399.82,5.8,2025-05,True,0.0,64.2
c079,2025-06,209,146,5735,186,325.29,0.0,2025-05,True,0.0,45.0
c079,2025-07,198,145,5007,266,531.4,33.39,2025-05,,0.0,64.2
c079,2025-08,160,137,3733,199,535.52,17.92,2025-05,True,0.0,48.2
c079,2025-09,217,177,2930,8,30.15,14.28,2025-05,True,1.0,26.3
c079,2025-10,197,90,6593,337,511.63,4.19,2025-05,False,1.0,34.0
c080,2025-05,1085,403,14132,419,297.01,12.7,2025-05,,0.0,83.0
c080,2025-06,1517,1264,25603,632,247.15,37.69,2025-05,,1.0,24.7
c080,2025-07,1462,476,29745,660,222.04,27.14,2025-05,,0.0,35.7
c080,2025-08,1198,772,26600,1206,453.62,30.8,2025-05,False,1.0,37.8
c080,2025-09,1276,635,13478,416,309.27,28.73,2025-05,,0.0,44.3
c080,2025-10,1370,1040,11794,128,108.66,10.67,2025-05,,1.0,14.3
c081,2025-03,346,275,11986,157,131.27,5.98,2025-03,True,1.0,53.4
c081,2025-04,356,201,3108,115,371.15,11.43,2025-03,,0.0,60.2
c081,2025-05,346,283,4543,73,162.19,0.0,2025-03,True,0.0,45.5
c081,2025-06,434,319,10390,628,604.83,8.62,2025-03,False,0.0,50.8
c081,2025-07,408,332,6632,218,329.82,17.53,2025-03,False,0.0,23.1
c081,2025-08,306,196,9725,1657,1704.44,22.39,2025-03,,0.0,41.1
c081,2025-09,315,203,8783,118,134.69,8.1,2025-03,,1.0,35.9
c081,2025-10,426,231,9427,529,562.18,32.5,2025-03,False,0.0,53.6
c082,2025-05,228,213,7092,93,131.45,14.33,2025-05,False,1.0,48.0
c082,2025-06,305,181,12079,252,209.33,25.59,2025-05,True,1.0,39.8
c082,2025-07,304,165,11515,236,205.26,31.41,2025-05,True,0.0,52.1
c082,2025-08,225,147,3835,96,251.18,14.3,2025-05,True,0.0,48.5
c082,2025-09,285,185,2398,53,224.59,9.19,2025-05,False,1.0,48.1
c082,2025-10,250,139,9246,338,366.63,32.91,2025-05,False,1.0,39.0
c083,2025-01,255,192,2814,53,189.69,4.29,2025-01,True,1.0,12.7
c083,2025-02,280,85,7099,314,442.87,37.55,2025-01,False,0.0,50.2
c083,2025-03,301,192,6200,417,673.27,20.09,2025-01,False,1.0,33.8
c083,2025-04,305,143,11694,542,464.1,20.28,2025-01,True,0.0,70.9
c083,2025-05,283,268,3703,5,15.17,23.16,2025-01,True,0.0,47.4
c083,2025-06,250,158,4702,544,1157.16,13.95,2025-01,False,0.0,68.7
c083,2025-07,279,207,7613,568,747.14,3.27,2025-01,,1.0,61.6
c083,2025-08,287,170,7212,310,430.34,32.84,2025-01,,0.0,66.9
c083,2025-09,249,200,2193,45,206.83,37.96,2025-01,False,0.0,49.9
c083,2025-10,262,182,2869,65,228.63,37.28,2025-01,False,0.0,59.9
c084,2025-03,181,118,2958,12,41.43,38.97,2025-03,,1.0,18.6
c084,2025-04,190,72,2716,126,466.9,0.0,2025-03,True,1.0,50.0
c084,2025-05,194,115,5827,181,311.65,33.04,2025-03,True,1.0,16.9
c084,2025-06,216,96,3240,135,419.3,23.4,2025-03,,0.0,44.9
c084,2025-07,193,146,6172,135,219.45,27.96,2025-03,,1.0,55.9
c084,2025-08,216,129,4573,466,1020.45,0.0,2025-03,True,1.0,10.1
c084,2025-09,151,54,4007,116,289.87,0.0,2025-03,,0.0,44.7
c084,2025-10,163,105,5258,128,244.18,34.54,2025-03,True,0.0,44.2
c085,2025-04,182,161,4078,184,453.34,18.1,2025-04,,0.0,71.9
c085,2025-05,146,126,5127,57,111.4,17.32,2025-04,True,0.0,66.0
c085,2025-06,212,177,4591,55,120.61,24.74,2025-04,False,0.0,44.9
c085,2025-07,151,125,1442,85,591.94,14.43,2025-04,False,0.0,41.3
c085,2025-08,191,130,6927,852,1230.84,29.93,2025-04,False,1.0,31.1
c085,2025-09,145,51,1548,101,653.43,6.76,2025-04,False,1.0,41.0
c085,2025-10,205,114,2929,101,347.65,22.02,2025-04,False,0.0,60.0
c086,2025-01,305,196,3946,106,271.11,28.47,2025-01,,0.0,40.9
c086,2025-02,373,238,7912,368,466.27,9.13,2025-01,True,1.0,22.7
c086,2025-03,345,170,3568,150,423.2,8.19,2025-01,,1.0,26.4
c086,2025-04,285,164,10546,62,59.65,37.08,2025-01,False,0.0,48.9
c086,2025-05,362,251,3487,182,523.21,29.68,2025-01,False,1.0,40.8
c086,2025-06,368,220,13607,739,543.17,39.8,2025-01,False,0.0,52.7
