client_id,month,total_queries,queries_with_data,impressions,clicks,ctr_x100,avg_position,gsc_data_start,is_ai_referral_available,label_visibility_drop,clicks_prev_month,impressions_prev_month,months_of_history
c034,2025-05,313,234,11276,135,119.92,27.75,2025-04,True,1.0,633.0,7686.0,1
c034,2025-06,253,144,2878,83,291.27,25.5,2025-04,False,0.0,135.0,11276.0,2
c034,2025-07,211,157,3015,41,137.51,26.59,2025-04,True,0.0,83.0,2878.0,3
c034,2025-08,298,228,4294,274,639.68,39.85,2025-04,True,1.0,41.0,3015.0,4
c034,2025-09,245,108,7117,7,10.0,30.71,2025-04,True,0.0,274.0,4294.0,5
c034,2025-10,233,162,4549,67,149.16,30.22,2025-04,True,0.0,7.0,7117.0,6
c034,2025-11,268,205,2753,50,184.88,31.3,2025-04,,1.0,67.0,4549.0,7
c035,2025-04,693,453,19288,525,272.27,0.0,2025-04,False,0.0,,,0
c035,2025-05,773,753,8097,552,681.74,24.31,2025-04,,0.0,525.0,19288.0,1
c035,2025-06,894,649,33373,246,73.79,7.88,2025-04,True,0.0,552.0,8097.0,2
c035,2025-07,751,538,26517,3023,1140.38,20.32,2025-04,False,0.0,246.0,33373.0,3
c035,2025-08,815,495,22480,186,82.95,25.24,2025-04,False,0.0,3023.0,26517.0,4
c035,2025-09,817,670,19831,434,219.34,37.61,2025-04,True,0.0,186.0,22480.0,5
c035,2025-10,746,495,23152,1825,788.29,23.51,2025-04,True,0.0,434.0,19831.0,6
c035,2025-11,807,505,20027,729,364.46,0.0,2025-04,False,0.0,1825.0,23152.0,7
c036,2025-01,347,269,5263,117,223.24,16.17,2025-01,,0.0,,,0
c036,2025-02,475,394,18218,235,129.03,15.73,2025-01,False,1.0,117.0,5263.0,1
c036,2025-03,493,182,9262,968,1045.93,9.89,2025-01,False,0.0,235.0,18218.0,2
c036,2025-04,400,306,4153,210,508.04,30.92,2025-01,False,1.0,968.0,9262.0,3
c036,2025-05,423,249,15580,637,409.45,28.33,2025-01,,0.0,210.0,4153.0,4
c036,2025-06,336,258,11642,723,621.37,27.61,2025-01,False,0.0,637.0,15580.0,5
c036,2025-07,439,376,6101,67,111.17,18.57,2025-01,True,0.0,723.0,11642.0,6
c036,2025-08,365,262,8408,694,825.49,19.13,2025-01,,0.0,67.0,6101.0,7
c036,2025-09,339,246,12062,437,362.72,34.9,2025-01,False,0.0,694.0,8408.0,8
c036,2025-10,378,270,14595,563,385.95,11.27,2025-01,True,1.0,437.0,12062.0,9
c036,2025-11,466,234,14900,1064,714.64,24.12,2025-01,False,0.0,563.0,14595.0,10
c037,2025-02,3135,2658,94180,1569,166.62,36.19,2025-02,True,0.0,,,0
c037,2025-03,2499,1997,41848,181,43.42,24.5,2025-02,False,0.0,1569.0,94180.0,1
c037,2025-04,3432,2395,52986,2974,561.42,37.39,2025-02,True,0.0,181.0,41848.0,2
c037,2025-05,3617,3617,89660,5247,585.22,6.26,2025-02,True,0.0,2974.0,52986.0,3
c037,2025-06,2719,1903,104310,11217,1075.39,8.81,2025-02,True,1.0,5247.0,89660.0,4
c037,2025-07,2498,1335,83468,6200,742.87,7.28,2025-02,,0.0,11217.0,104310.0,5
c037,2025-08,3119,2153,115696,3446,297.9,4.18,2025-02,False,0.0,6200.0,83468.0,6
c037,2025-09,3659,3020,114245,6375,558.09,26.91,2025-02,True,0.0,3446.0,115696.0,7
c037,2025-10,3105,2948,79042,1635,206.94,26.64,2025-02,False,0.0,6375.0,114245.0,8
c037,2025-11,3415,2577,87986,1514,172.14,0.0,2025-02,,0.0,1635.0,79042.0,9
c038,2025-03,213,150,5059,234,463.52,29.34,2025-03,,0.0,,,0
c038,2025-04,143,125,1970,99,505.92,15.83,2025-03,,1.0,234.0,5059.0,1
c038,2025-05,164,73,4444,174,392.24,6.63,2025-03,True,1.0,99.0,1970.0,2
c038,2025-06,167,99,5269,207,393.4,31.99,2025-03,True,0.0,174.0,4444.0,3
c038,2025-07,183,126,2727,117,429.72,4.06,2025-03,False,0.0,207.0,5269.0,4
c038,2025-08,202,122,2958,240,812.29,26.25,2025-03,True,1.0,117.0,2727.0,5
c038,2025-09,149,73,2833,169,599.5,10.98,2025-03,True,0.0,240.0,2958.0,6
c038,2025-10,146,114,2312,37,160.04,12.16,2025-03,False,1.0,169.0,2833.0,7
c038,2025-11,159,32,1995,148,745.53,0.0,2025-03,True,0.0,37.0,2312.0,8
c039,2025-02,1533,923,33334,786,235.95,29.15,2025-02,True,1.0,,,0
c039,2025-03,1602,741,58826,3235,550.09,18.03,2025-02,,1.0,786.0,33334.0,1
c039,2025-04,1642,952,14357,611,425.96,17.18,2025-02,False,0.0,3235.0,58826.0,2
c039,2025-05,1443,1181,49276,968,196.49,8.47,2025-02,False,0.0,611.0,14357.0,3
c039,2025-06,1595,1075,37261,3411,915.69,38.29,2025-02,,0.0,968.0,49276.0,4
c039,2025-07,1295,1140,48512,2303,474.92,35.34,2025-02,True,0.0,3411.0,37261.0,5
c039,2025-08,1494,1093,40551,671,165.58,12.69,2025-02,True,1.0,2303.0,48512.0,6
c039,2025-09,1299,720,15865,290,183.39,33.41,2025-02,,1.0,671.0,40551.0,7
c039,2025-10,1155,661,39180,3144,802.47,20.98,2025-02,,0.0,290.0,15865.0,8
c039,2025-11,1268,779,36917,2254,610.63,31.82,2025-02,,0.0,3144.0,39180.0,9
c040,2025-05,159,131,1653,106,646.13,32.46,2025-05,False,0.0,,,0
c040,2025-06,190,133,6611,444,672.33,36.32,2025-05,False,1.0,106.0,1653.0,1
c040,2025-07,198,104,2377,75,315.57,5.07,2025-05,False,0.0,444.0,6611.0,2
c040,2025-08,205,163,6911,112,162.39,13.81,2025-05,True,1.0,75.0,2377.0,3
c040,2025-09,171,64,4617,81,177.4,0.0,2025-05,True,0.0,112.0,6911.0,4
c040,2025-10,156,121,3628,66,182.27,25.68,2025-05,True,0.0,81.0,4617.0,5
c040,2025-11,161,102,1655,82,498.91,28.88,2025-05,False,0.0,66.0,3628.0,6
c041,2025-04,179,142,4948,46,94.54,0.0,2025-04,True,0.0,,,0
c041,2025-05,199,127,6680,605,905.85,38.37,2025-04,False,0.0,46.0,4948.0,1
c041,2025-06,225,153,2755,172,627.65,22.28,2025-04,False,1.0,605.0,6680.0,2
c041,2025-07,192,74,2968,177,597.18,9.5,2025-04,False,0.0,172.0,2755.0,3
c041,2025-08,164,127,1924,26,136.93,21.83,2025-04,False,0.0,177.0,2968.0,4
c041,2025-09,204,179,4104,202,493.84,0.0,2025-04,,1.0,26.0,1924.0,5
c041,2025-10,172,47,6157,260,423.46,7.99,2025-04,True,0.0,202.0,4104.0,6
c041,2025-11,192,126,4849,172,355.67,17.41,2025-04,True,1.0,260.0,6157.0,7
c042,2025-01,1997,1533,51149,3125,611.04,0.0,2025-01,,0.0,,,0
c042,2025-02,1532,1480,58643,1695,289.04,39.07,2025-01,True,0.0,3125.0,51149.0,1
c042,2025-03,2089,1740,45786,1251,273.38,15.02,2025-01,True,1.0,1695.0,58643.0,2
c042,2025-04,1632,616,62646,2929,467.55,18.59,2025-01,False,1.0,1251.0,45786.0,3
c042,2025-05,1598,937,41656,834,200.43,0.0,2025-01,True,0.0,2929.0,62646.0,4
c042,2025-06,1738,1634,46745,1205,257.98,26.23,2025-01,,1.0,834.0,41656.0,5
c042,2025-07,1703,766,38119,2214,580.99,38.72,2025-01,True,0.0,1205.0,46745.0,6
c042,2025-08,2148,1497,67125,1151,171.54,36.27,2025-01,True,1.0,2214.0,38119.0,7
c042,2025-09,1812,1038,44069,2610,592.26,0.0,2025-01,,0.0,1151.0,67125.0,8
c042,2025-10,1704,1172,21113,1346,637.83,5.91,2025-01,,1.0,2610.0,44069.0,9
c042,2025-11,1585,290,50819,2419,476.06,34.04,2025-01,,0.0,1346.0,21113.0,10
c043,2025-01,519,364,7802,42,54.11,33.45,2025-01,False,1.0,,,0
c043,2025-02,457,200,13163,437,332.29,13.63,2025-01,True,0.0,42.0,7802.0,1
c043,2025-03,533,341,19105,1109,580.55,13.8,2025-01,True,1.0,437.0,13163.0,2
c043,2025-04,486,200,15752,1045,663.64,39.54,2025-01,True,1.0,1109.0,19105.0,3
c043,2025-05,579,230,19154,1582,825.98,0.0,2025-01,False,1.0,1045.0,15752.0,4
c043,2025-06,573,286,17469,2018,1155.69,37.69,2025-01,,0.0,1582.0,19154.0,5
c043,2025-07,485,307,14908,508,340.86,33.99,2025-01,False,1.0,2018.0,17469.0,6
c043,2025-08,419,124,12096,660,546.32,37.17,2025-01,True,0.0,508.0,14908.0,7
c043,2025-09,575,351,20195,339,168.17,32.53,2025-01,True,0.0,660.0,12096.0,8
c043,2025-10,520,416,7532,223,296.55,8.6,2025-01,False,1.0,339.0,20195.0,9
c043,2025-11,573,333,6700,565,843.44,25.09,2025-01,False,1.0,223.0,7532.0,10
c044,2025-05,465,260,7399,289,391.01,16.7,2025-05,True,0.0,,,0
c044,2025-06,487,424,18220,153,84.18,19.96,2025-05,True,0.0,289.0,7399.0,1
c044,2025-07,502,309,13434,60,45.21,29.39,2025-05,False,0.0,153.0,18220.0,2
c044,2025-08,474,474,13204,103,78.26,31.35,2025-05,False,0.0,60.0,13434.0,3
c044,2025-09,480,398,17642,878,498.21,26.15,2025-05,True,0.0,103.0,13204.0,4
c044,2025-10,446,269,3806,150,395.08,10.05,2025-05,True,1.0,878.0,17642.0,5
c044,2025-11,345,88,11752,293,249.63,29.62,2025-05,True,0.0,150.0,3806.0,6
c045,2025-02,4519,3508,105186,1922,182.81,7.26,2025-02,,0.0,,,0
c045,2025-03,3556,3126,118841,7467,628.38,34.05,2025-02,True,0.0,1922.0,105186.0,1
c045,2025-04,3262,2984,114421,3648,318.87,20.08,2025-02,,0.0,7467.0,118841.0,2
c045,2025-05,3588,2523,95410,821,86.1,13.43,2025-02,,1.0,3648.0,114421.0,3
c045,2025-06,4483,1867,55974,1510,269.87,37.82,2025-02,False,1.0,821.0,95410.0,4
c045,2025-07,3876,2149,94866,1637,172.61,34.39,2025-02,,0.0,1510.0,55974.0,5
c045,2025-08,4141,3803,89943,4107,456.73,3.1,2025-02,,1.0,1637.0,94866.0,6
c045,2025-09,3493,1429,78880,884,112.14,20.72,2025-02,True,1.0,4107.0,89943.0,7
c045,2025-10,4400,2362,174562,14373,823.4,38.07,2025-02,True,1.0,884.0,78880.0,8
c045,2025-11,4793,1846,168780,6036,357.64,11.87,2025-02,True,1.0,14373.0,174562.0,9
c046,2025-04,94,35,1017,4,48.16,10.22,2025-04,,1.0,,,0
c046,2025-05,106,47,4016,246,614.76,17.0,2025-04,True,0.0,4.0,1017.0,1
c046,2025-06,106,87,1664,117,704.39,34.06,2025-04,True,0.0,246.0,4016.0,2
c046,2025-07,86,62,1075,55,512.58,29.56,2025-04,False,1.0,117.0,1664.0,3
c046,2025-08,86,44,3255,134,412.8,21.3,2025-04,,0.0,55.0,1075.0,4
c046,2025-09,96,80,2456,99,403.63,24.0,2025-04,True,0.0,134.0,3255.0,5
c046,2025-10,106,66,1405,124,888.91,6.42,2025-04,,0.0,99.0,2456.0,6
c046,2025-11,89,75,3075,56,182.62,35.68,2025-04,True,0.0,124.0,1405.0,7
c047,2025-01,258,207,5509,124,226.54,11.51,2025-01,True,0.0,,,0
c047,2025-02,312,196,4571,358,784.7,33.28,2025-01,False,0.0,124.0,5509.0,1
c047,2025-03,276,196,3800,30,79.54,11.67,2025-01,,1.0,358.0,4571.0,2
c047,2025-04,320,72,11718,722,616.79,27.63,2025-01,False,0.0,30.0,3800.0,3
c047,2025-05,263,213,9264,130,141.41,21.64,2025-01,False,1.0,722.0,11718.0,4
c047,2025-06,287,160,2906,138,478.24,9.02,2025-01,False,1.0,130.0,9264.0,5
c047,2025-07,298,120,6214,358,577.66,21.95,2025-01,False,0.0,138.0,2906.0,6
c047,2025-08,333,260,8459,353,417.93,18.76,2025-01,,0.0,358.0,6214.0,7
c047,2025-09,251,214,5242,327,624.12,31.22,2025-01,True,0.0,353.0,8459.0,8
c047,2025-10,366,351,13785,878,637.51,13.25,2025-01,True,0.0,327.0,5242.0,9
c047,2025-11,261,202,9376,590,629.37,15.34,2025-01,True,0.0,878.0,13785.0,10
c048,2025-05,248,139,5179,305,590.08,13.24,2025-05,True,1.0,,,0
c048,2025-06,190,96,6351,121,191.54,26.84,2025-05,True,0.0,305.0,5179.0,1
c048,2025-07,214,168,8313,209,251.72,14.42,2025-05,,0.0,121.0,6351.0,2
c048,2025-08,232,152,2752,128,466.24,0.0,2025-05,,0.0,209.0,8313.0,3
c048,2025-09,252,185,8079,443,548.35,22.94,2025-05,True,0.0,128.0,2752.0,4
c048,2025-10,223,164,5517,290,526.55,11.11,2025-05,,0.0,443.0,8079.0,5
c048,2025-11,228,226,5247,97,186.72,20.67,2025-05,,0.0,290.0,5517.0,6
c049,2025-04,1994,1151,29591,1716,580.19,34.04,2025-04,True,0.0,,,0
c049,2025-05,2387,1704,36361,889,244.51,31.6,2025-04,False,0.0,1716.0,29591.0,1
c049,2025-06,2092,1925,23518,1331,565.99,6.28,2025-04,True,1.0,889.0,36361.0,2
c049,2025-07,1947,1062,20692,939,454.06,34.38,2025-04,True,0.0,1331.0,23518.0,3
c049,2025-08,2513,1718,40257,1111,276.17,21.02,2025-04,False,0.0,939.0,20692.0,4
c049,2025-09,2197,1804,18860,461,244.44,31.75,2025-04,,0.0,1111.0,40257.0,5
c049,2025-10,2499,2214,89914,3199,355.79,17.11,2025-04,True,1.0,461.0,18860.0,6
c049,2025-11,2805,1211,55894,3152,563.99,35.03,2025-04,False,1.0,3199.0,89914.0,7
c050,2025-03,510,274,4993,256,514.47,0.0,2025-03,False,0.0,,,0
c050,2025-04,615,426,14471,416,287.58,8.78,2025-03,True,0.0,256.0,4993.0,1
c050,2025-05,537,385,17620,242,137.77,17.85,2025-03,True,0.0,416.0,14471.0,2
c050,2025-06,549,429,5546,78,141.66,0.0,2025-03,True,0.0,242.0,17620.0,3
c050,2025-07,646,420,12696,416,328.12,11.44,2025-03,,1.0,78.0,5546.0,4
c050,2025-08,581,344,16071,318,198.28,19.96,2025-03,False,1.0,416.0,12696.0,5
c050,2025-09,465,268,18012,582,323.18,3.22,2025-03,True,1.0,318.0,16071.0,6
c050,2025-10,528,288,4942,255,517.5,15.09,2025-03,,1.0,582.0,18012.0,7
c050,2025-11,557,261,21706,622,287.0,0.0,2025-03,True,1.0,255.0,4942.0,8
c051,2025-05,370,331,3993,270,677.37,19.99,2025-05,True,0.0,,,0
c051,2025-06,428,388,16288,429,263.7,30.36,2025-05,True,0.0,270.0,3993.0,1
c051,2025-07,467,357,16267,361,222.52,17.43,2025-05,True,0.0,429.0,16288.0,2
c051,2025-08,398,284,4880,151,310.13,31.03,2025-05,True,0.0,361.0,16267.0,3
c051,2025-09,377,303,9188,144,157.67,27.79,2025-05,,1.0,151.0,4880.0,4
c051,2025-10,410,245,5172,117,227.53,17.22,2025-05,,1.0,144.0,9188.0,5
c051,2025-11,371,191,12744,422,331.41,39.0,2025-05,False,0.0,117.0,5172.0,6
c052,2025-05,742,235,7210,271,376.29,38.91,2025-05,True,0.0,,,0
c052,2025-06,727,527,10681,149,140.2,3.73,2025-05,True,0.0,271.0,7210.0,1
c052,2025-07,957,589,15932,1168,733.42,0.0,2025-05,False,1.0,149.0,10681.0,2
c052,2025-08,860,426,27804,694,249.73,34.92,2025-05,True,0.0,1168.0,15932.0,3
c052,2025-09,944,624,21890,1011,461.89,0.0,2025-05,,0.0,694.0,27804.0,4
c052,2025-10,889,577,20435,338,165.63,39.5,2025-05,,0.0,1011.0,21890.0,5
c052,2025-11,639,472,25503,722,283.47,27.5,2025-05,False,0.0,338.0,20435.0,6
c053,2025-04,2354,1926,85899,4985,580.34,17.26,2025-04,,0.0,,,0
c053,2025-05,1967,1623,61624,2055,333.63,37.7,2025-04,True,0.0,4985.0,85899.0,1
c053,2025-06,2560,2027,35845,1434,400.26,13.14,2025-04,True,0.0,2055.0,61624.0,2
c053,2025-07,2454,1629,45564,1121,246.12,25.4,2025-04,True,0.0,1434.0,35845.0,3
c053,2025-08,2434,1986,23148,436,188.44,35.48,2025-04,False,1.0,1121.0,45564.0,4
c053,2025-09,2040,723,58619,1509,257.46,4.32,2025-04,True,0.0,436.0,23148.0,5
c053,2025-10,2635,2376,70476,932,132.38,0.0,2025-04,,0.0,1509.0,58619.0,6
c053,2025-11,2151,1723,40975,2026,494.49,4.29,2025-04,True,0.0,932.0,70476.0,7
c054,2025-02,73,47,1672,62,374.35,18.77,2025-02,,0.0,,,0
c054,2025-03,78,64,703,19,278.07,14.83,2025-02,True,0.0,62.0,1672.0,1
c054,2025-04,74,47,1843,104,569.13,12.6,2025-02,False,0.0,19.0,703.0,2
c054,2025-05,62,48,1453,47,323.74,14.26,2025-02,True,1.0,104.0,1843.0,3
c054,2025-06,77,41,1308,40,308.52,29.05,2025-02,,0.0,47.0,1453.0,4
c054,2025-07,78,51,936,59,632.58,0.0,2025-02,True,1.0,40.0,1308.0,5
c054,2025-08,63,27,1910,104,545.56,36.15,2025-02,False,0.0,59.0,936.0,6
c054,2025-09,68,44,1690,104,617.22,7.09,2025-02,True,0.0,104.0,1910.0,7
c054,2025-10,82,61,1327,31,239.14,38.52,2025-02,True,0.0,104.0,1690.0,8
c054,2025-11,72,49,1805,50,281.14,11.18,2025-02,False,0.0,31.0,1327.0,9
c055,2025-01,466,298,15310,920,600.99,0.0,2025-01,True,0.0,,,0
c055,2025-02,517,410,15310,594,388.42,8.57,2025-01,False,0.0,920.0,15310.0,1
c055,2025-03,517,396,19840,1596,804.74,29.75,2025-01,False,0.0,594.0,15310.0,2
c055,2025-04,441,300,13695,1127,823.25,12.92,2025-01,True,0.0,1596.0,19840.0,3
c055,2025-05,538,445,20365,799,392.51,10.44,2025-01,True,0.0,1127.0,13695.0,4
c055,2025-06,501,343,18546,395,213.21,33.13,2025-01,True,0.0,799.0,20365.0,5
c055,2025-07,484,403,12007,410,341.7,25.8,2025-01,,1.0,395.0,18546.0,6
c055,2025-08,512,244,15162,1516,1000.5,18.96,2025-01,False,0.0,410.0,12007.0,7
c055,2025-09,522,377,5864,70,119.9,27.0,2025-01,True,0.0,1516.0,15162.0,8
c055,2025-10,559,470,15786,378,239.82,8.88,2025-01,True,0.0,70.0,5864.0,9
c055,2025-11,553,435,10685,150,140.87,5.52,2025-01,False,0.0,378.0,15786.0,10
c056,2025-02,502,364,4405,110,251.75,32.12,2025-02,True,0.0,,,0
c056,2025-03,523,494,17943,582,324.82,0.0,2025-02,,0.0,110.0,4405.0,1
c056,2025-04,525,320,18521,459,247.99,6.44,2025-02,False,1.0,582.0,17943.0,2
c056,2025-05,593,149,15102,719,476.58,28.3,2025-02,False,1.0,459.0,18521.0,3
c056,2025-06,512,296,12868,663,515.56,12.62,2025-02,True,1.0,719.0,15102.0,4
c056,2025-07,498,271,17067,132,77.57,12.89,2025-02,True,1.0,663.0,12868.0,5
c056,2025-08,571,190,16098,655,407.15,0.0,2025-02,True,0.0,132.0,17067.0,6
c056,2025-09,578,379,8512,77,90.74,25.35,2025-02,True,0.0,655.0,16098.0,7
c056,2025-10,615,470,18834,417,221.5,11.1,2025-02,False,1.0,77.0,8512.0,8
c056,2025-11,433,245,4925,137,279.71,0.0,2025-02,False,0.0,417.0,18834.0,9
c057,2025-02,647,422,22759,860,377.9,7.59,2025-02,True,1.0,,,0
c057,2025-03,655,367,20744,1825,880.16,5.71,2025-02,False,1.0,860.0,22759.0,1
c057,2025-04,621,199,13584,233,171.85,33.52,2025-02,True,1.0,1825.0,20744.0,2
c057,2025-05,725,322,18432,1309,710.21,5.39,2025-02,,0.0,233.0,13584.0,3
c057,2025-06,653,442,13034,1230,943.75,16.79,2025-02,True,0.0,1309.0,18432.0,4
c057,2025-07,650,562,9425,532,564.49,10.39,2025-02,False,0.0,1230.0,13034.0,5
c057,2025-08,589,510,12924,630,487.86,35.7,2025-02,True,0.0,532.0,9425.0,6
c057,2025-09,758,545,15062,1511,1003.82,34.38,2025-02,True,1.0,630.0,12924.0,7
c057,2025-10,805,470,29766,1833,616.13,14.67,2025-02,False,1.0,1511.0,15062.0,8
c057,2025-11,678,181,5698,721,1266.66,18.0,2025-02,True,1.0,1833.0,29766.0,9
c058,2025-01,287,179,11093,186,167.78,35.21,2025-01,False,1.0,,,0
c058,2025-02,222,103,8723,929,1065.74,29.61,2025-01,True,1.0,186.0,11093.0,1
c058,2025-03,283,101,8204,303,369.7,39.53,2025-01,False,0.0,929.0,8723.0,2
c058,2025-04,309,239,5279,95,180.78,31.17,2025-01,,0.0,303.0,8204.0,3
c058,2025-05,242,184,6473,38,58.91,36.22,2025-01,False,1.0,95.0,5279.0,4
c058,2025-06,264,150,7354,436,593.34,35.89,2025-01,True,1.0,38.0,6473.0,5
c058,2025-07,291,96,10568,577,546.57,10.89,2025-01,True,0.0,436.0,7354.0,6
c058,2025-08,245,162,2579,70,273.42,32.37,2025-01,False,0.0,577.0,10568.0,7
c058,2025-09,228,155,4185,142,340.81,28.14,2025-01,False,0.0,70.0,2579.0,8
c058,2025-10,273,213,9983,93,93.22,35.94,2025-01,False,0.0,142.0,4185.0,9
c058,2025-11,307,243,7052,82,116.7,19.48,2025-01,,0.0,93.0,9983.0,10
c059,2025-02,683,421,25356,706,278.52,28.58,2025-02,True,1.0,,,0
c059,2025-03,599,338,23901,454,190.08,36.94,2025-02,True,1.0,706.0,25356.0,1
c059,2025-04,473,219,10455,1799,1721.26,11.92,2025-02,False,1.0,454.0,23901.0,2
c059,2025-05,612,251,23689,296,125.06,37.76,2025-02,True,0.0,1799.0,10455.0,3
c059,2025-06,568,426,22584,943,417.7,8.53,2025-02,False,1.0,296.0,23689.0,4
c059,2025-07,663,397,24202,658,272.0,0.0,2025-02,True,0.0,943.0,22584.0,5
c059,2025-08,674,534,9645,323,335.17,8.06,2025-02,True,0.0,658.0,24202.0,6
c059,2025-09,478,401,15007,813,541.99,15.86,2025-02,,0.0,323.0,9645.0,7
c059,2025-10,606,496,18477,828,448.24,6.75,2025-02,True,0.0,813.0,15007.0,8
c059,2025-11,463,443,14595,853,584.54,31.02,2025-02,True,0.0,828.0,18477.0,9
c060,2025-04,399,300,7096,541,763.07,24.11,2025-04,,0.0,,,0
c060,2025-05,347,326,4446,44,99.3,13.69,2025-04,False,0.0,541.0,7096.0,1
c060,2025-06,404,387,7666,110,144.7,28.0,2025-04,,0.0,44.0,4446.0,2
c060,2025-07,413,398,10284,605,588.53,7.73,2025-04,,0.0,110.0,7666.0,3
c060,2025-08,322,252,3989,99,248.81,0.0,2025-04,True,0.0,605.0,10284.0,4
c060,2025-09,457,326,12009,465,387.34,20.22,2025-04,True,0.0,99.0,3989.0,5
c060,2025-10,454,394,7367,379,514.86,22.6,2025-04,False,0.0,465.0,12009.0,6
c060,2025-11,378,233,13288,1598,1202.62,24.71,2025-04,,1.0,379.0,7367.0,7
c061,2025-01,217,128,2811,150,534.23,24.63,2025-01,False,0.0,,,0
c061,2025-02,251,192,8714,87,100.27,37.02,2025-01,True,0.0,150.0,2811.0,1
c061,2025-03,229,210,6632,823,1242.05,38.25,2025-01,,0.0,87.0,8714.0,2
c061,2025-04,223,170,3055,84,275.67,27.38,2025-01,True,0.0,823.0,6632.0,3
c061,2025-05,238,167,2204,56,255.3,11.03,2025-01,False,0.0,84.0,3055.0,4
c061,2025-06,222,143,7671,264,344.33,21.79,2025-01,False,1.0,56.0,2204.0,5
c061,2025-07,277,163,4752,174,366.43,5.82,2025-01,False,1.0,264.0,7671.0,6
c061,2025-08,212,98,3471,115,334.0,10.78,2025-01,False,1.0,174.0,4752.0,7
c061,2025-09,233,120,1896,42,221.77,0.0,2025-01,False,1.0,115.0,3471.0,8
c061,2025-10,211,111,4520,257,570.66,27.62,2025-01,False,0.0,42.0,1896.0,9
c061,2025-11,276,244,9206,292,317.5,36.98,2025-01,False,1.0,257.0,4520.0,10
c062,2025-01,147,99,3419,94,276.27,14.94,2025-01,False,0.0,,,0
c062,2025-02,133,123,4615,134,291.8,22.52,2025-01,,1.0,94.0,3419.0,1
c062,2025-03,171,79,6382,92,144.73,0.0,2025-01,,1.0,134.0,4615.0,2
c062,2025-04,132,61,2849,132,466.35,10.79,2025-01,True,0.0,92.0,6382.0,3
c062,2025-05,132,84,2784,46,166.05,29.47,2025-01,True,0.0,132.0,2849.0,4
c062,2025-06,143,101,3657,87,239.03,3.63,2025-01,False,0.0,46.0,2784.0,5
c062,2025-07,141,96,5589,281,504.55,6.63,2025-01,False,0.0,87.0,3657.0,6
c062,2025-08,181,139,1722,128,745.27,0.0,2025-01,False,0.0,281.0,5589.0,7
c062,2025-09,167,103,2826,57,201.81,5.39,2025-01,True,1.0,128.0,1722.0,8
c062,2025-10,152,82,5187,414,799.92,38.17,2025-01,,1.0,57.0,2826.0,9
c062,2025-11,133,52,1648,13,79.07,0.0,2025-01,,1.0,414.0,5187.0,10
c063,2025-05,806,576,12496,214,171.53,12.95,2025-05,False,0.0,,,0
c063,2025-06,811,622,10926,429,392.97,33.77,2025-05,False,1.0,214.0,12496.0,1
c063,2025-07,743,407,8272,581,702.38,14.01,2025-05,True,0.0,429.0,10926.0,2
c063,2025-08,659,498,7354,63,86.59,33.26,2025-05,True,0.0,581.0,8272.0,3
c063,2025-09,793,567,6592,300,456.49,0.0,2025-05,True,1.0,63.0,7354.0,4
c063,2025-10,816,388,11018,353,320.75,24.74,2025-05,,1.0,300.0,6592.0,5
c063,2025-11,620,216,12671,360,284.29,31.86,2025-05,False,1.0,353.0,11018.0,6
c064,2025-04,1556,1401,49282,1118,226.93,12.64,2025-04,True,0.0,,,0
c064,2025-05,1723,1319,56520,983,174.0,9.19,2025-04,True,0.0,1118.0,49282.0,1
c064,2025-06,1937,1163,25967,2109,812.31,26.96,2025-04,,0.0,983.0,56520.0,2
c064,2025-07,1747,1370,65707,1866,284.04,7.3,2025-04,,1.0,2109.0,25967.0,3
c064,2025-08,2158,1286,61054,1035,169.61,19.55,2025-04,False,0.0,1866.0,65707.0,4
c064,2025-09,1749,1192,41466,1820,438.96,28.38,2025-04,False,1.0,1035.0,61054.0,5
c064,2025-10,1612,781,37630,6182,1642.96,37.8,2025-04,True,0.0,1820.0,41466.0,6
c064,2025-11,1906,1249,61109,1627,266.28,19.69,2025-04,False,1.0,6182.0,37630.0,7
c065,2025-03,1022,739,30306,816,269.26,13.26,2025-03,True,0.0,,,0
c065,2025-04,1082,652,13368,1091,816.8,17.27,2025-03,,0.0,816.0,30306.0,1
c065,2025-05,1056,866,9342,213,228.03,31.97,2025-03,False,0.0,1091.0,13368.0,2
c065,2025-06,930,728,35926,2170,604.23,37.94,2025-03,False,0.0,213.0,9342.0,3
c065,2025-07,915,816,17555,1026,584.74,30.97,2025-03,False,0.0,2170.0,35926.0,4
c065,2025-08,1084,798,23260,931,400.57,24.69,2025-03,True,0.0,1026.0,17555.0,5
c065,2025-09,839,541,8720,481,551.72,38.89,2025-03,False,1.0,931.0,23260.0,6
c065,2025-10,990,322,21505,820,381.66,39.06,2025-03,False,0.0,481.0,8720.0,7
c065,2025-11,1135,955,20845,1381,662.74,18.62,2025-03,False,0.0,820.0,21505.0,8
c066,2025-04,2425,1565,31957,1671,522.94,34.69,2025-04,True,0.0,,,0
c066,2025-05,1901,1349,56775,1393,245.42,19.0,2025-04,,0.0,1671.0,31957.0,1
c066,2025-06,2321,1543,78762,433,55.01,37.28,2025-04,False,0.0,1393.0,56775.0,2
c066,2025-07,2058,1284,42222,5185,1228.14,16.01,2025-04,True,0.0,433.0,78762.0,3
c066,2025-08,2551,1938,61951,2918,471.04,19.1,2025-04,False,1.0,5185.0,42222.0,4
c066,2025-09,2303,1011,28793,1556,540.75,11.36,2025-04,False,0.0,2918.0,61951.0,5
